DNA_plate	DNA_well	old_sample_name	sample_title	bioproject_accession	*organism	*collection_date	*env_biome	*env_feature	*env_material	*geo_loc_name	*host	*lat_lon	altitude	chem_administration	host_body_habitat	host_diet	host_last_meal	host_life_stage	host_sex	isolation_source	perturbation	samp_collect_device	samp_mat_process	samp_size	samp_store_temp	samp_vol_we_dna_ext	description	PigPen	Cohort	Dysentery	date of sample	pig ID	alt_sample_name	replicate	r1_filename	r2_filename
plate_2	F11	Fe21/29705			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29705					-80C			1B		0.0	Fe21	29705	29705-170221-01	1	combined_new/plate_2_F11.r1.fastq.gz	combined_new/plate_2_F11.r2.fastq.gz
plate_1	G1	Fe21/29707			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29707					-80C			1A		0.0	Fe21	29707	29707-170221-01	1	combined_new/plate_1_G1.r1.fastq.gz	combined_new/plate_1_G1.r2.fastq.gz
plate_2	E7	Fe21/29715			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29715					-80C			3E		0.0	Fe21	29715	29715-170221-01	1	combined_new/plate_2_E7.r1.fastq.gz	combined_new/plate_2_E7.r2.fastq.gz
plate_2	E2	Fe21/29742			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29742					-80C			2C		0.0	Fe21	29742	29742-170221-01	1	combined_new/plate_2_E2.r1.fastq.gz	combined_new/plate_2_E2.r2.fastq.gz
plate_1	B2	Fe21/29752			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29752					-80C			2A		0.0	Fe21	29752	29752-170221-01	1	combined_new/plate_1_B2.r1.fastq.gz	combined_new/plate_1_B2.r2.fastq.gz
plate_2	H6	Fe21/29753			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29753					-80C			4C		0.0	Fe21	29753	29753-170221-01	1	combined_new/plate_2_H6.r1.fastq.gz	combined_new/plate_2_H6.r2.fastq.gz
plate_1	H7	Fe21/29765			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29765					-80C			2B		0.0	Fe21	29765	29765-170221-01	1	combined_new/plate_1_H7.r1.fastq.gz	combined_new/plate_1_H7.r2.fastq.gz
plate_2	H2	Fe21/29781			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29781					-80C			4A		0.0	Fe21	29781	29781-170221-01	1	combined_new/plate_2_H2.r1.fastq.gz	combined_new/plate_2_H2.r2.fastq.gz
plate_1	B3	Fe21/29793			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29793					-80C			4C		0.0	Fe21	29793	29793-170221-01	1	combined_new/plate_1_B3.r1.fastq.gz	combined_new/plate_1_B3.r2.fastq.gz
plate_3	A11	Fe21/29796			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29796					-80C			4B		0.0	Fe21	29796	29796-170221-01	1	combined_new/plate_3_A11.r1.fastq.gz	combined_new/plate_3_A11.r2.fastq.gz
plate_2	H1	Fe21/29846			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29846					-80C			2C		0.0	Fe21	29846	29846-170221-01	1	combined_new/plate_2_H1.r1.fastq.gz	combined_new/plate_2_H1.r2.fastq.gz
plate_2	G8	Fe21/29847			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29847					-80C			4C		0.0	Fe21	29847	29847-170221-01	1	combined_new/plate_2_G8.r1.fastq.gz	combined_new/plate_2_G8.r2.fastq.gz
plate_2	E6	Fe21/29864			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29864					-80C			2C		0.0	Fe21	29864	29864-170221-01	1	combined_new/plate_2_E6.r1.fastq.gz	combined_new/plate_2_E6.r2.fastq.gz
plate_2	G6	Fe21/29865			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29865					-80C			2E		1.0	Fe21	29865	29865-170221-01	1	combined_new/plate_2_G6.r1.fastq.gz	combined_new/plate_2_G6.r2.fastq.gz
plate_2	C10	Fe21/29875			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29875					-80C			2A		0.0	Fe21	29875	29875-170221-01	1	combined_new/plate_2_C10.r1.fastq.gz	combined_new/plate_2_C10.r2.fastq.gz
plate_1	E10	Fe21/29913			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29913					-80C			1A		0.0	Fe21	29913	29913-170221-01	1	combined_new/plate_1_E10.r1.fastq.gz	combined_new/plate_1_E10.r2.fastq.gz
plate_2	A12	Fe21/29924			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29924					-80C			3A		0.0	Fe21	29924	29924-170221-01	1	combined_new/plate_2_A12.r1.fastq.gz	combined_new/plate_2_A12.r2.fastq.gz
plate_3	F9	Fe21/29931			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29931					-80C			2F		0.0	Fe21	29931	29931-170221-01	1	combined_new/plate_3_F9.r1.fastq.gz	combined_new/plate_3_F9.r2.fastq.gz
plate_3	H5	Fe21/29934			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29934					-80C			2E		0.0	Fe21	29934	29934-170221-01	1	combined_new/plate_3_H5.r1.fastq.gz	combined_new/plate_3_H5.r2.fastq.gz
plate_3	E8	Fe21/29948			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29948					-80C			1C		0.0	Fe21	29948	29948-170221-01	1	combined_new/plate_3_E8.r1.fastq.gz	combined_new/plate_3_E8.r2.fastq.gz
plate_1	E6	Fe21/29949			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29949					-80C			4B		0.0	Fe21	29949	29949-170221-01	1	combined_new/plate_1_E6.r1.fastq.gz	combined_new/plate_1_E6.r2.fastq.gz
plate_2	F5	Fe21/29951			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29951					-80C			2E		0.0	Fe21	29951	29951-170221-01	1	combined_new/plate_2_F5.r1.fastq.gz	combined_new/plate_2_F5.r2.fastq.gz
plate_4	H4	Fe21/29961			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29961					-80C			2D		0.0	Fe21	29961	29961-170221-01	1	combined_new/plate_4_H4.r1.fastq.gz	combined_new/plate_4_H4.r2.fastq.gz
plate_1	E3	Fe21/29962			Gut microflora metagenomics	2017-02-21	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29962					-80C			1B		0.0	Fe21	29962	29962-170221-01	1	combined_new/plate_1_E3.r1.fastq.gz	combined_new/plate_1_E3.r2.fastq.gz
plate_4	C9	Fe24/14159			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14159					-80C			2A		0.0	Fe24	14159	14159-170224-01	1	combined_new/plate_4_C9.r1.fastq.gz	combined_new/plate_4_C9.r2.fastq.gz
plate_6	F11	Fe24/14184			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14184					-80C			1C		0.0	Fe24	14184	14184-170224-01	1	combined_new/plate_6_F11.r1.fastq.gz	combined_new/plate_6_F11.r2.fastq.gz
plate_6	H3	Fe24/14186			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14186					-80C			3F		0.0	Fe24	14186	14186-170224-01	1	combined_new/plate_6_H3.r1.fastq.gz	combined_new/plate_6_H3.r2.fastq.gz
plate_6	F5	Fe24/14187			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14187					-80C			1A		0.0	Fe24	14187	14187-170224-01	1	combined_new/plate_6_F5.r1.fastq.gz	combined_new/plate_6_F5.r2.fastq.gz
plate_4	F11	Fe24/14188			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14188					-80C			3A		0.0	Fe24	14188	14188-170224-01	1	combined_new/plate_4_F11.r1.fastq.gz	combined_new/plate_4_F11.r2.fastq.gz
plate_3	D12	Fe24/14208			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14208					-80C			4B		0.0	Fe24	14208	14208-170224-01	1	combined_new/plate_3_D12.r1.fastq.gz	combined_new/plate_3_D12.r2.fastq.gz
plate_3	E10	Fe24/14209			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14209					-80C			3A		0.0	Fe24	14209	14209-170224-01	1	combined_new/plate_3_E10.r1.fastq.gz	combined_new/plate_3_E10.r2.fastq.gz
plate_5	H12	Fe24/14260			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14260					-80C			3E		0.0	Fe24	14260	14260-170224-01	1	combined_new/plate_5_H12.r1.fastq.gz	combined_new/plate_5_H12.r2.fastq.gz
plate_3	E3	Fe24/14261			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14261					-80C			3F		0.0	Fe24	14261	14261-170224-01	1	combined_new/plate_3_E3.r1.fastq.gz	combined_new/plate_3_E3.r2.fastq.gz
plate_5	A10	Fe24/14263			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14263					-80C			3D		0.0	Fe24	14263	14263-170224-01	1	combined_new/plate_5_A10.r1.fastq.gz	combined_new/plate_5_A10.r2.fastq.gz
plate_5	C12	Fe24/14265			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14265					-80C			4A		0.0	Fe24	14265	14265-170224-01	1	combined_new/plate_5_C12.r1.fastq.gz	combined_new/plate_5_C12.r2.fastq.gz
plate_3	G8	Fe24/14276			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14276					-80C			2B		0.0	Fe24	14276	14276-170224-01	1	combined_new/plate_3_G8.r1.fastq.gz	combined_new/plate_3_G8.r2.fastq.gz
plate_6	D5	Fe24/14288			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14288					-80C			3C		0.0	Fe24	14288	14288-170224-01	1	combined_new/plate_6_D5.r1.fastq.gz	combined_new/plate_6_D5.r2.fastq.gz
plate_3	G3	Fe24/14306			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14306					-80C			3B		0.0	Fe24	14306	14306-170224-01	1	combined_new/plate_3_G3.r1.fastq.gz	combined_new/plate_3_G3.r2.fastq.gz
plate_4	B6	Fe24/14308			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14308					-80C			3B		0.0	Fe24	14308	14308-170224-01	1	combined_new/plate_4_B6.r1.fastq.gz	combined_new/plate_4_B6.r2.fastq.gz
plate_8	G11	Fe24/14317			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14317					-80C			2C		0.0	Fe24	14317	14317-170224-01	1	combined_new/plate_8_G11.r1.fastq.gz	combined_new/plate_8_G11.r2.fastq.gz
plate_7	G2	Fe24/14320			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14320					-80C			2F		0.0	Fe24	14320	14320-170224-01	1	combined_new/plate_7_G2.r1.fastq.gz	combined_new/plate_7_G2.r2.fastq.gz
plate_5	F5	Fe24/14322			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	14322					-80C			1A		0.0	Fe24	14322	14322-170224-01	1	combined_new/plate_5_F5.r1.fastq.gz	combined_new/plate_5_F5.r2.fastq.gz
plate_3	D10	Fe24/29643			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29643					-80C			3F		0.0	Fe24	29643	29643-170224-01	1	combined_new/plate_3_D10.r1.fastq.gz	combined_new/plate_3_D10.r2.fastq.gz
plate_3	E11	Fe24/29646			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29646					-80C			3F		0.0	Fe24	29646	29646-170224-01	1	combined_new/plate_3_E11.r1.fastq.gz	combined_new/plate_3_E11.r2.fastq.gz
plate_4	C3	Fe24/29652			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29652					-80C			2D		0.0	Fe24	29652	29652-170224-01	1	combined_new/plate_4_C3.r1.fastq.gz	combined_new/plate_4_C3.r2.fastq.gz
plate_6	F1	Fe24/29654			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29654					-80C			1C		0.0	Fe24	29654	29654-170224-01	1	combined_new/plate_6_F1.r1.fastq.gz	combined_new/plate_6_F1.r2.fastq.gz
plate_5	G3	Fe24/29665			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29665					-80C			1B		1.0	Fe24	29665	29665-170224-01	1	combined_new/plate_5_G3.r1.fastq.gz	combined_new/plate_5_G3.r2.fastq.gz
plate_6	B8	Fe24/29666			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29666					-80C			1D		0.0	Fe24	29666	29666-170224-01	1	combined_new/plate_6_B8.r1.fastq.gz	combined_new/plate_6_B8.r2.fastq.gz
plate_3	F10	Fe24/29667			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29667					-80C			2F		0.0	Fe24	29667	29667-170224-01	1	combined_new/plate_3_F10.r1.fastq.gz	combined_new/plate_3_F10.r2.fastq.gz
plate_5	B4	Fe24/29668			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29668					-80C			4A		0.0	Fe24	29668	29668-170224-01	1	combined_new/plate_5_B4.r1.fastq.gz	combined_new/plate_5_B4.r2.fastq.gz
plate_5	G4	Fe24/29694			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29694					-80C			4C		0.0	Fe24	29694	29694-170224-01	1	combined_new/plate_5_G4.r1.fastq.gz	combined_new/plate_5_G4.r2.fastq.gz
plate_5	H1	Fe24/29700			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29700					-80C			3B		0.0	Fe24	29700	29700-170224-01	1	combined_new/plate_5_H1.r1.fastq.gz	combined_new/plate_5_H1.r2.fastq.gz
plate_6	B11	Fe24/29702			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29702					-80C			3E		1.0	Fe24	29702	29702-170224-01	1	combined_new/plate_6_B11.r1.fastq.gz	combined_new/plate_6_B11.r2.fastq.gz
plate_6	A1	Fe24/29704			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29704					-80C			3C		0.0	Fe24	29704	29704-170224-01	1	combined_new/plate_6_A1.r1.fastq.gz	combined_new/plate_6_A1.r2.fastq.gz
plate_4	H9	Fe24/29705			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Control - Ex Placebo	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29705					-80C			1B		0.0	Fe24	29705	29705-170224-01	1	combined_new/plate_4_H9.r1.fastq.gz	combined_new/plate_4_H9.r2.fastq.gz
plate_4	G7	Fe24/29715			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin - Ex ColiGuard	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29715					-80C			3E		0.0	Fe24	29715	29715-170224-01	1	combined_new/plate_4_G7.r1.fastq.gz	combined_new/plate_4_G7.r2.fastq.gz
plate_7	H11	Fe24/29742			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29742					-80C			2C		0.0	Fe24	29742	29742-170224-01	1	combined_new/plate_7_H11.r1.fastq.gz	combined_new/plate_7_H11.r2.fastq.gz
plate_4	G9	Fe24/29752			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29752					-80C			2A		0.0	Fe24	29752	29752-170224-01	1	combined_new/plate_4_G9.r1.fastq.gz	combined_new/plate_4_G9.r2.fastq.gz
plate_4	D10	Fe24/29753			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29753					-80C			4C		0.0	Fe24	29753	29753-170224-01	1	combined_new/plate_4_D10.r1.fastq.gz	combined_new/plate_4_D10.r2.fastq.gz
plate_6	G12	Fe24/29781			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29781					-80C			4A		0.0	Fe24	29781	29781-170224-01	1	combined_new/plate_6_G12.r1.fastq.gz	combined_new/plate_6_G12.r2.fastq.gz
plate_6	H1	Fe24/29796			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex Neomycin 	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29796					-80C			4B		0.0	Fe24	29796	29796-170224-01	1	combined_new/plate_6_H1.r1.fastq.gz	combined_new/plate_6_H1.r2.fastq.gz
plate_3	E9	Fe24/29846			Gut microflora metagenomics	2017-02-24	Host- gut	Faecal 	Faecal 	NSW, Australia	Porcine	34.1273° S, 150.7387° E	91.1	Ex D-scour	Intestinal Tract	Commercial pellets	Commercial pellets	Weaner	Male	29846					-80C			2C		0.0	Fe24	29846	29846-170224-01	1	combined_new/plate_3_E9.r1.fastq.gz	combined_new/plate_3_E9.r2.fastq.gz
